language,analysis_unit,text,count,bpe_unique_signatures,fxt_unique_signatures,fxt_seed_signature_count,has_fxt_seed_variation,most_common_bpe,most_common_fxt,seed_signatures
hi,whitespace_word,कैफ़ेनेट,1,1,5,5,True,à¤ķ|à¥Īà¤«|à¤¼à¥ĩ|à¤¨|à¥ĩà¤Ł,क|फ||न||,"{""42"": ""क|फ||न||"", ""43"": ""क|फ||न|ट"", ""44"": ""क|फ़|न|ट"", ""45"": ""क||़||||"", ""46"": ""क|फ़|नेट""}"
hi,whitespace_word,कैरिबियन,1,1,5,5,True,à¤ķ|à¥Īà¤°|à¤¿à¤¬|à¤¿à¤¯à¤¨,कैरि|बि|यन,"{""42"": ""कैरि|बि|यन"", ""43"": ""क|रि|बि|यन"", ""44"": ""क||ि|बि|यन"", ""45"": ""क||िबि|यन"", ""46"": ""क|रिबि|यन""}"
hi,whitespace_word,खगोलशास्त्री,1,1,5,5,True,à¤ĸ|à¤Ĺ|à¥ĭà¤²|à¤¶|à¤¾à¤¸|à¥įà¤¤|à¥įà¤°|à¥Ģ,खग|लशा|्त|र|,"{""42"": ""खग|लशा|्त|र|"", ""43"": ""ख|ोलश||्त|री"", ""44"": ""ख||लशा|्त|री"", ""45"": ""ख||लशा|्त|र|"", ""46"": ""ख||लशा||त|री""}"
hi,whitespace_word,ग्रेचेंगॉर्डेल),1,1,5,5,True,à¤Ĺ|à¥įà¤°|à¥ĩà¤ļ|à¥ĩà¤Ĥ|à¤Ĺ|à¥īà¤°|à¥įà¤¡|à¥ĩà¤²|),ग|र|च|ंग|र|डेल),"{""42"": ""ग|र|च|ंग|र|डेल)"", ""43"": ""ग|र|चेंग|र|डेल)"", ""44"": ""ग|रेचेंग|र|डेल)"", ""45"": ""ग|र|च|ें||र|ड|ल)"", ""46"": ""ग|र|चें||र|डेल)""}"
hi,whitespace_word,"चलेंगे,",1,1,5,5,True,"à¤ļà¤²|à¥ĩà¤Ĥ|à¤Ĺ|à¥ĩ,","चल|े|ग|,","{""42"": ""चल|े|ग|,"", ""43"": ""चल||ग|,"", ""44"": ""चल||||,"", ""45"": ""च||ंग|,"", ""46"": ""चल|ंग|,""}"
hi,whitespace_word,ज़िम्बाब्वे,1,1,5,5,True,à¤ľ|à¤¼à¤¿|à¤®|à¥įà¤¬|à¤¾à¤¬|à¥įà¤µ|à¥ĩ,ज|़ि|म|बा|्व|,"{""42"": ""ज|़ि|म|बा|्व|"", ""43"": ""ज़िम|बा|्व|"", ""44"": ""ज़िम|बा||व|"", ""45"": ""ज़ि|म|बा|्व|"", ""46"": ""ज|़िम|बा||व|""}"
hi,whitespace_word,जोचेमसेन,1,1,5,5,True,à¤ľ|à¥ĭà¤ļ|à¥ĩà¤®|à¤¸|à¥ĩà¤¨,ज|च|म||न,"{""42"": ""ज|च|म||न"", ""43"": ""ज|च||स|न"", ""44"": ""ज|चेमस||न"", ""45"": ""ज||च|मस|न"", ""46"": ""ज|च|मस|न""}"
hi,whitespace_word,टाइटेनियम,1,1,5,5,True,à¤Ł|à¤¾à¤ĩà¤Ł|à¥ĩà¤¨|à¤¿à¤¯à¤®,टा|ट|नि|यम,"{""42"": ""टा|ट|नि|यम"", ""43"": ""ट||ट|नि|यम"", ""44"": ""टा|ट|न||यम"", ""45"": ""टा|टेनि|यम"", ""46"": ""टा|ट|नियम""}"
hi,whitespace_word,डिएगो,1,1,5,5,True,à¤¡|à¤¿à¤ı|à¤Ĺ|à¥ĭ,डि|एग|,"{""42"": ""डि|एग|"", ""43"": ""डि|ए|ो"", ""44"": ""डि|ए||"", ""45"": ""डि|एगो"", ""46"": ""ड||एग|""}"
hi,whitespace_word,डिज़ाइनिंग,1,1,5,5,True,à¤¡|à¤¿à¤ľ|à¤¼à¤¾|à¤ĩà¤¨|à¤¿à¤Ĥ|à¤Ĺ,ड||ज़ा|नि|ंग,"{""42"": ""ड||ज़ा|नि|ंग"", ""43"": ""डि|ज़ा|निं|"", ""44"": ""ड||ज़ा|निं|"", ""45"": ""डि|ज़ा|निंग"", ""46"": ""ड||ज़ा|निंग""}"
hi,whitespace_word,डिन्यूक्लियराइज़ेशन,1,1,5,5,True,à¤¡|à¤¿à¤¨|à¥įà¤¯|à¥Ĥà¤ķ|à¥įà¤²|à¤¿à¤¯à¤°|à¤¾à¤ĩà¤ľ|à¤¼à¥ĩ|à¤¶à¤¨,ड||न|य|क|लि|यरा|ज़|शन,"{""42"": ""ड||न|य|क|लि|यरा|ज़|शन"", ""43"": ""डि|न|य|क|लि|यरा|ज़ेशन"", ""44"": ""डि||य|क|लि|यरा|ज़|शन"", ""45"": ""डि|न्य|क|लि|यरा|ज़|श|"", ""46"": ""ड||न|य|क|लि|यरा|ज़ेशन""}"
hi,whitespace_word,डिब्बे,1,1,5,5,True,à¤¡|à¤¿à¤¬|à¥įà¤¬|à¥ĩ,डिब|ब|,"{""42"": ""डिब|ब|"", ""43"": ""ड||ब|ब|"", ""44"": ""ड||||ब|"", ""45"": ""डि|ब|ब|"", ""46"": ""डि|||ब|""}"
hi,whitespace_word,ड्रग-सूंघने,1,1,5,5,True,à¤¡|à¥įà¤°à¤Ĺ|-à¤¸|à¥Ĥà¤Ĥ|à¤ĺ|à¤¨|à¥ĩ,ड|रग-|सूंघन|,"{""42"": ""ड|रग-|सूंघन|"", ""43"": ""ड|रग-|सूंघ||"", ""44"": ""ड|रग-|सूंघ|न|"", ""45"": ""ड|रग-|सूं||न|"", ""46"": ""ड|रग-|सूंघ|||""}"
hi,whitespace_word,ढकना,1,1,5,5,True,à¤¢|à¤ķà¤¨|à¤¾,ढ||||,"{""42"": ""ढ||||"", ""43"": ""ढकना"", ""44"": ""ढ|क||ा"", ""45"": ""ढ|न|"", ""46"": ""ढ|कना""}"
hi,whitespace_word,ढूँढ़,1,1,5,5,True,à¤¢|à¥Ĥà¤ģ|à¤¢|à¤¼,ढ|ँढ||,"{""42"": ""ढ|ँढ||"", ""43"": ""ढ||ँढ|़"", ""44"": ""ढ|ँ|||"", ""45"": ""ढ|ँढ|"", ""46"": ""ढ|ँढ|़""}"
hi,whitespace_word,ढूंढना,1,1,5,5,True,à¤¢|à¥Ĥà¤Ĥ|à¤¢à¤¨|à¤¾,ढ|ं|||ा,"{""42"": ""ढ|ं|||ा"", ""43"": ""ढ|ंढ||ा"", ""44"": ""ढ||ं|||ा"", ""45"": ""ढ|ंढ|||"", ""46"": ""ढ||ं||ना""}"
hi,whitespace_word,दक्षिण-पश्चिम,1,1,5,5,True,à¤¦|à¤ķ|à¥įà¤·|à¤¿à¤£|-à¤ª|à¤¶|à¥įà¤ļ|à¤¿à¤®,दक्षि|ण-|पश|चि|म,"{""42"": ""दक्षि|ण-|पश|चि|म"", ""43"": ""दक|षि|ण-|पश|चि|म"", ""44"": ""द||षि|ण-|पश|चि|म"", ""45"": ""द||षि|ण-|पश्चि|म"", ""46"": ""दक|षि|ण-|पश्चि|म""}"
hi,whitespace_word,नकारात्मकता।,1,1,5,5,True,à¤¨|à¤ķ|à¤¾à¤°|à¤¾à¤¤|à¥įà¤®à¤ķ|à¤¤|à¤¾à¥¤,नक||ा|्मकता||,"{""42"": ""नक||ा|्मकता||"", ""43"": ""नका|ा|्मक|ा|"", ""44"": ""न|||ा|्मकता|"", ""45"": ""नक||ा|्मकता|"", ""46"": ""नक||ा|्मक|ा|""}"
hi,whitespace_word,नज़रिया,1,1,5,5,True,à¤¨|à¤ľ|à¤¼à¤°|à¤¿à¤¯|à¤¾,न||़रि|या,"{""42"": ""न||़रि|या"", ""43"": ""नज़रि|या"", ""44"": ""नज|़रि|या"", ""45"": ""न|़रि|या"", ""46"": ""नज|़रिया""}"
hi,whitespace_word,नागोर्नो-काराबाख़,1,1,5,5,True,à¤¨|à¤¾à¤Ĺ|à¥ĭà¤°|à¥įà¤¨|à¥ĭ-|à¤ķ|à¤¾à¤°|à¤¾à¤¬|à¤¾à¤ĸ|à¤¼,ना|ोर|नो-|का|ा|ाख़,"{""42"": ""ना|ोर|नो-|का|ा|ाख़"", ""43"": ""न||ोर्नो-|का|ा|ा|़"", ""44"": ""न||ोर|न|-|का|ा|ा|़"", ""45"": ""ना|ोर|नो-|का|ा|ा|़"", ""46"": ""ना|ोर|न|-|का|ा|ा|़""}"
hi,whitespace_word,निशानेबाजों,1,1,5,5,True,à¤¨|à¤¿à¤¶|à¤¾à¤¨|à¥ĩà¤¬|à¤¾à¤ľ|à¥ĭà¤Ĥ,नि|शा|ेबा||ं,"{""42"": ""नि|शा|ेबा||ं"", ""43"": ""नि|शा|े|ा||ं"", ""44"": ""नि|शा|ेबा|ों"", ""45"": ""न||शा|े|ा|ों"", ""46"": ""नि|शा|े|ा|ों""}"
hi,whitespace_word,पंजीकृत,1,1,5,5,True,à¤ª|à¤Ĥà¤ľ|à¥Ģà¤ķ|à¥ĥà¤¤,पं||क|त,"{""42"": ""पं||क|त"", ""43"": ""|ंज|क|त"", ""44"": ""प|||क|त"", ""45"": ""पंज|क|त"", ""46"": ""प|ज|क|त""}"
hi,whitespace_word,पंद्रहवें,1,1,5,5,True,à¤ª|à¤Ĥà¤¦|à¥įà¤°à¤¹|à¤µ|à¥ĩà¤Ĥ,पं||रह||ं,"{""42"": ""पं||रह||ं"", ""43"": ""पंद|रहव|ं"", ""44"": ""पं||रहव|ं"", ""45"": ""प|||रह||ं"", ""46"": ""प|||रहव|ं""}"
hi,whitespace_word,पकड़ना,1,1,5,5,True,à¤ª|à¤ķà¤¡|à¤¼à¤¨|à¤¾,पकड़|ना,"{""42"": ""पकड़|ना"", ""43"": ""प|ड़न|"", ""44"": ""प|ड़ना"", ""45"": ""पक|़ना"", ""46"": ""पकड़ना""}"
hi,whitespace_word,पकड़ने,1,1,5,5,True,à¤ª|à¤ķà¤¡|à¤¼à¤¨|à¥ĩ,||ड़न|,"{""42"": ""||ड़न|"", ""43"": ""प|ड़न|"", ""44"": ""पकड़न|"", ""45"": ""पक|़न|"", ""46"": ""प||़न|""}"
hi,whitespace_word,पगडंडियों,1,1,5,5,True,à¤ª|à¤Ĺà¤¡|à¤Ĥà¤¡|à¤¿à¤¯|à¥ĭà¤Ĥ,पग|डं|||यों,"{""42"": ""पग|डं|||यों"", ""43"": ""प||डंड||य|ं"", ""44"": ""पगडं|||यों"", ""45"": ""पगडंड||य|ं"", ""46"": ""पगडं|||य|ं""}"
hi,whitespace_word,पचने,1,1,5,5,True,à¤ª|à¤ļà¤¨|à¥ĩ,प|न|,"{""42"": ""प|न|"", ""43"": ""पचने"", ""44"": ""पचन|"", ""45"": ""प|ने"", ""46"": ""प||न|""}"
hi,whitespace_word,पड़ोसियों,1,1,5,5,True,à¤ª|à¤¡|à¤¼à¥ĭ|à¤¸|à¤¿à¤¯|à¥ĭà¤Ĥ,प|़||ि|य|ं,"{""42"": ""प|़||ि|य|ं"", ""43"": ""पड़||सि|य|ं"", ""44"": ""प|़|सि|यों"", ""45"": ""पड़|सि|य|ं"", ""46"": ""पड़|सि|यों""}"
hi,whitespace_word,पढ़कर,1,1,5,5,True,à¤ªà¤¢|à¤¼à¤ķà¤°,पढ|़कर,"{""42"": ""पढ|़कर"", ""43"": ""प||़कर"", ""44"": ""प|़कर"", ""45"": ""पढ़|र"", ""46"": ""पढ़क|""}"
hi,whitespace_word,परफ़ॉर्मेंस,1,1,5,5,True,à¤ªà¤°|à¤«|à¤¼à¥ī|à¤°|à¥įà¤®|à¥ĩà¤Ĥ|à¤¸,प|फ़|र|मेंस,"{""42"": ""प|फ़|र|मेंस"", ""43"": ""प|फ़ॉर|म|ंस"", ""44"": ""प|फ़ॉ||म|ंस"", ""45"": ""परफ़ॉर|मेंस"", ""46"": ""परफ़|||मेंस""}"
hi,whitespace_word,पलेर्मो,1,1,5,5,True,à¤ªà¤²|à¥ĩà¤°|à¥įà¤®|à¥ĭ,प||र|म|,"{""42"": ""प||र|म|"", ""43"": ""पल|र्म|"", ""44"": ""पल|र्मो"", ""45"": ""प||र्म|"", ""46"": ""पल|र|मो""}"
hi,whitespace_word,"फ़िल्मों,",1,1,5,5,True,"à¤«|à¤¼à¤¿|à¤²|à¥įà¤®|à¥ĭà¤Ĥ,","फ|||ल|म|ं,","{""42"": ""फ|||ल|म|ं,"", ""43"": ""फ|ि|||म|ं,"", ""44"": ""फ़ि|ल|म|ं,"", ""45"": ""फ|ि|ल|म|ं,"", ""46"": ""फ़िल|म|ं,""}"
hi,whitespace_word,"फ़ुटबॉल,",1,1,5,5,True,"à¤«|à¤¼à¥ģ|à¤Ł|à¤¬|à¥īà¤²|,","फ़||ब||ल,","{""42"": ""फ़||ब||ल,"", ""43"": ""फ़||टब||ल,"", ""44"": ""फ़||ब|ल,"", ""45"": ""फ||टब|ल,"", ""46"": ""फ़|टब|ल,""}"
hi,whitespace_word,फ़ेयरमोंट,1,1,5,5,True,à¤«|à¤¼à¥ĩ|à¤¯à¤°|à¤®|à¥ĭà¤Ĥ|à¤Ł,फ़|||म|ंट,"{""42"": ""फ़|||म|ंट"", ""43"": ""फ़|यरम|ंट"", ""44"": ""फ|||रम|ंट"", ""45"": ""फ़|यरम|ं|"", ""46"": ""फ|||रम|ं|""}"
hi,whitespace_word,फ़ेरी,1,1,5,5,True,à¤«|à¤¼à¥ĩ|à¤°|à¥Ģ,फ||री,"{""42"": ""फ||री"", ""43"": ""फ||र|"", ""44"": ""फ़|||"", ""45"": ""फ||||"", ""46"": ""फ़||ी""}"
hi,whitespace_word,फ़ेलिक्स,1,1,5,5,True,à¤«|à¤¼à¥ĩ|à¤²|à¤¿à¤ķ|à¥įà¤¸,फ़|||ि|क|स,"{""42"": ""फ़|||ि|क|स"", ""43"": ""फ||ल||क|स"", ""44"": ""फ़||||क|स"", ""45"": ""फ|||ि|क|स"", ""46"": ""फ|े|ि|क|स""}"
hi,whitespace_word,फ़ेशियल,1,1,5,5,True,à¤«|à¤¼à¥ĩ|à¤¶|à¤¿à¤¯à¤²,फ||शि|यल,"{""42"": ""फ||शि|यल"", ""43"": ""फ|ेश||यल"", ""44"": ""फ़|श||यल"", ""45"": ""फ़|शि|यल"", ""46"": ""फ़||ि|यल""}"
